,index,comment,label
3081,3081,các cao nhân cho em hỏi sao mà cái con máy của emnó sạc pin lâu vô thế cấm sạc vô đt báo là 1h5p nữa sẽ đầy mà thực tế là hơn vậy rất nhiều không biết có lỗi gì không,"tensor([ 1., -1., -1., -1., -1., -1., -1., -1., -1., -1.])"
3082,3082,điện thoại khá tốt mượt dùng thích hơn samsung nhưng cam trước chụp rất xấu không hài lòng cho lắm,"tensor([-1.,  1., -1., -1.,  0.,  0., -1., -1.,  0., -1.])"
3083,3083,dùng được hơn 1 tháng tôi cảm thấy chán nản hơn bao giờ hết trong khi cái samsung galaxy note 3 của tôi đang dùng 6 năm qua vẫn hấp dẫn chạy mượt màn hình thì vô đối rồi khẳng định chiếc sà note 3 của tôi chỉ thua camera và hệ điều hành còn lại ăn chắc và chấp hết redme note 7 này hối hận khi đến với tình mới có vẻ ngoài bóng bẩy này,"tensor([-1.,  0.,  0., -1.,  1.,  0., -1., -1., -1., -1.])"
3084,3084,pin khoẻ mình dùng cả ngày không thấy bị hết pin  chip cũng ok mùnh chơi liên quân không thấy tình trạng giật lác được cái sạc nhanh  cam cũng ok thích nhất cái cam chính chụp ảnh không bị vỡ  nhân viên khá nhiệt tình  tầm giá này thì ae nên mua  cho 5 sao sẽ ủng hộ thế giới di động,"tensor([ 0.,  0., -1., -1., -1.,  0.,  2., -1.,  0., -1.])"
3085,3085,sản phẩm tốt đáng tiềnmình rấ thích sản phẩm của samsung sẽ ủng hộ samsung lâu dài,"tensor([-1., -1., -1., -1.,  0., -1.,  0., -1.,  0., -1.])"
3086,3086,"nhân viên phục được
nhưng hơi thiếu tôn trọng khách hàng khi mang khẩu trang suốt 
ngoài điểm đó ra tất cả điều ok nha","tensor([-1., -1., -1., -1.,  0., -1., -1., -1.,  1., -1.])"
3087,3087,quá ưng rồi nha nhiều người đánh giá là hỏng 1 bên loa nhưng thật ra 1 bên là loa 1 bên là mic không phải hỏng đâu nha,"tensor([-1., -1., -1.,  2.,  0., -1., -1., -1., -1., -1.])"
3088,3088,dùng mượt pin không trâu lắm nhưng bù lại có sạc nhanh nhân viên nhiệt tình mọi thứ ok,"tensor([ 2., -1., -1., -1., -1.,  0., -1., -1.,  0., -1.])"
3089,3089,"iphone  được  cái là có con chip khỏe thôi 
nếu các hãng đt khác có con chip đó thì iphone tuổi","tensor([-1., -1., -1., -1., -1.,  0., -1., -1., -1., -1.])"
3090,3090,máy chạy mượt sạc nhanh nhiều ứng dụng vui bổ ích mỗi tội mau xuống pin nhìn chung vẫn rất thích sản phẩm này nhân viên tư vấn nhiệt tình great,"tensor([ 2., -1., -1., -1.,  0.,  0., -1., -1.,  0., -1.])"
3091,3091,với giá tầm trung và được chip 660 thì ok nhưng thỉnh thoảng vẫn bị rớt fps,"tensor([-1., -1., -1.,  1., -1.,  0.,  2., -1., -1., -1.])"
3092,3092, cửa hàng  cho mk hỏi máy mk ms mua khoảng 1 tuần bị rơi vỡ 1 góc ở mặt lưng và vài đường nứt nhẹ nếu giờ mang máy tới  cửa hàng  có  được  hỗ trợ  gì  không ạ với máy bắt mạng hơi kém dùng 4g chơi game ngoài trời mà đôi khi vẫn bị rớt mạng có cách khắc phục nào không  cửa hàng ,"tensor([-1., -1., -1.,  1., -1., -1., -1., -1., -1., -1.])"
3093,3093,âm thanh đầu ra khi kết nối với thiết bị âm thanh như loa bluetooth hay tai nghe là rất nhỏ  chỉ to bằng 1 nửa so với máy xiaomi mi a1 đang sài  mặc dù loa ngoài là to như nhau thất vọng vì điều này  hi vọng redmi sẽ có cập nhật sửa lỗi  còn lại mỗi thứ rất ổn  đặc biệt game không hề ấm và pin chiến game rất trâu  chơi 1 trận lq 15 phút mất chưa đến 3  pin thấy rất nhiều người báo nhiều lỗi chắc là do đợt hàng này dính lỗi hàng loạt rồi chứ máy mình mua đợt mới ra mắt  đặt trước,"tensor([ 0., -1., -1.,  1.,  0.,  0., -1., -1., -1., -1.])"
3094,3094,"máy thì cũng xài tạm ổn nhưng toàn thấy bị lắc 
camera thì quá dỡ trong tầm phân khúc và mau nóng máy quá","tensor([-1.,  1., -1., -1.,  2.,  1., -1., -1., -1., -1.])"
3095,3095,máy đáp ứng khá tốt trong tầm giá android 10 không tùy biến nên hơi chán tí chơi pubg tương đối mượt ở mức đồ họa trung bình 5 sao ủng hộ nhưng tôi vẫn nể nhất mấy ông chưa mua chưa test gì đã vào đánh giá 3 sao phá làm ăn của người khác,"tensor([-1., -1., -1., -1.,  0.,  1.,  2., -1., -1., -1.])"
3096,3096,chạy như rùa bò youtube chạy muốn không nổi tua đi không nổi đâu chỉ nghe gọi thì mua nha,"tensor([-1., -1., -1., -1., -1.,  1., -1., -1., -1., -1.])"
3097,3097,sản phẩm tốt vô cùng  t là người không có nhu cầu về game nên không chơi mấy loại game nặng bật độ sáng vừa đủ nên pin đt trâu vô cùng xài 23 ngày lướt zalo facebook mãi mới hết pin màn hình rộng dễ thao tác loa lớn thật nhân viên bên tgdd phục vụ nhiệt tình vô cùng luôn ạ lần sau khi có nhu cầu nhất định mình sẽ giới thiệu đt này cho bè bạn,"tensor([ 0., -1., -1., -1.,  0., -1., -1.,  0.,  0., -1.])"
3098,3098,rất thích mẫu iphone  se nhỏ gọn cấu hình máy mạnh apple ra mắt mẫu nào ai cũng thích,"tensor([-1., -1.,  0., -1., -1., -1., -1., -1.,  0., -1.])"
3099,3099,vivo u10 sai rât đã tai chơi game mượt gọi video rất xinh  chỉ có hơi nặng nếu mỏng nữa thì quá ok r,"tensor([-1.,  0.,  1., -1.,  0.,  0., -1., -1., -1., -1.])"
3100,3100,ngoại trừ việc pin quá hẻo 1 ngày mình phải sạc 2 lần là ít và rom 1gb thì nhiều lúc đơ đơ còn lại mình không chê được vào đâu máy s60 này đến bây giờ mình mua máy được gần nủa năm rồi mà máy vẫn chạy phà phà đủ cho mọi thao tác cơ bản trong cuộc sống với mức giá hạt dẻ này thì mobell s60 là lựa chọn vô cùng sáng suốt!,"tensor([ 1., -1., -1.,  0., -1.,  1.,  0., -1.,  0., -1.])"
3101,3101,"thứ 1  máy ram khủng mà choi frie free bị đứng  quá tệ cho ss 
thứ2  camera trước vừa xấu vừa ảo 
thứ 3  pin nhanh hết  tụt cực kì nhanh
t khuyên ai mua máy về chơi game frie free nên xem lai","tensor([ 1.,  1., -1., -1., -1.,  1., -1., -1., -1., -1.])"
3102,3102,bluetooth bị lỗi rồi mở nhạc nghe mà cứ bị đứt quãng gây ức chế quá còn mọi thứ khác thì ổn,"tensor([-1., -1., -1.,  1.,  0., -1., -1., -1., -1., -1.])"
3103,3103,sản phẩm tốt mượt mà chất lượng nhân viên nhiệt tình chu đáo  5 sao cho sản phẩm và cửa hàng,"tensor([-1., -1., -1., -1.,  0.,  0., -1., -1.,  0., -1.])"
3104,3104,mình mới mua hôm nay điện thoại oppo a53 rất oknhân viên tư vấn rất nhiệt tình !nghe nhac loa lớn 34g sóng mạnh pin trâu sử dụng lâu giực pin,"tensor([ 0., -1., -1.,  0.,  0., -1., -1., -1.,  0., -1.])"
3105,3105,1000 máy phải có vài máy bị lỗi  vì ban xuôi  trong kho đâu phải máy đều tốt 100,"tensor([-1., -1., -1., -1., -1., -1., -1., -1., -1., -1.])"
3106,3106,mọi thứ ok mỗi cái màn hình quá tệ cùng độ phân giải funhd  với j7pro nhưng màn hình còn thua j7pro xem vẫn nét và thật hơn a51 quá thất vọng khi bỏ ra 8triêu mua máy này,"tensor([-1., -1., -1., -1.,  2., -1.,  1.,  1., -1., -1.])"
3107,3107,"bluetooth kết nối nghe nhạc thì tốt nhưng nghe đt bằng zalo call mes thì liên tục mất kết nối
bluetooth  r558a","tensor([-1., -1., -1.,  2., -1., -1., -1., -1., -1., -1.])"
3108,3108,đầu tiên cảm thấy rất mượt chạy cũng tương đối nhanh xài được app youtubevanced thấy mượt ghê chơi được game nhẹ nhẹ như quánh bài brand test vv  còn độ bền mình đánh giá sauhi,"tensor([-1., -1., -1., -1., -1.,  0., -1., -1., -1., -1.])"
3109,3109,cũng ok về mọi thứ đặc biệt là nhân viên của tgdd mình thích vào tgdd đóng tiền trả góp trừ camera không được như quãng cáo cảm biến vân tay đã thử thấy cũng ổn không như 1 số người chê chắc do hên xui nhưng mình không dùng đặc biệt sau khi đọc mấy khuyến cáo của 1 số ngân hàng chờ khắc phục lỗ hổng chỉ thắc mắc là giá cả tụt nhanh quá mua được 1 tháng giá đã giảm hơn 1 triệu do chất lượng sản phẩm nói chung hay do bị đội giá lúc mới ra?,"tensor([-1.,  1., -1.,  0.,  0., -1.,  1., -1.,  0., -1.])"
3110,3110,máy đẹp nhưng pin yếu 4g wifi chập chờn nhân viên  siêu thị bc rất nhiệt tình,"tensor([ 1., -1.,  0.,  1., -1., -1., -1., -1.,  0., -1.])"
3111,3111,em mới mua  được  hơn tuần nhưng pin tụt rất là nhanh tắt màn hình để không không có ứng dụng chạy ngầm nhưng vẫn mất 10 sau 2 tiếng không biết có cách nào để khắc phục không ạ?,"tensor([ 1., -1., -1., -1., -1., -1., -1., -1., -1., -1.])"
3112,3112,em mới dùng tầm 1 ngày thì bị màn hình đen chỉ hiện dòng chữ sam sung sau tầm 10 phút thì máy tự khởi động lại  sau đó thì bình thường tới hôm nay thì lại tiếp tục bị vậy trong khi máy còn rất nhiều pin ạ ,"tensor([-1., -1., -1., -1., -1.,  1., -1., -1., -1., -1.])"
3113,3113,"bị lỗi màng hình 4góc viền  và ngay cạnhdưới nút tăng giảm âm lượng có sọc viền chạy ngang bên khe sim   nút điều hướng sậm hơn 4 gốc viền 
chờ phản hồi  tgdd","tensor([-1., -1., -1., -1., -1., -1., -1.,  1., -1., -1.])"
3114,3114,minh mới mua máy ở tgdđ được 4 thángmáy dùng rất mượt,"tensor([-1., -1., -1., -1., -1.,  0., -1., -1., -1., -1.])"
3115,3115,sản phẩm tốt pin cũng rất ổn đủ dùng cả 1 ngàycác tác vụ bình thường mượt mà và nhanh,"tensor([ 0., -1., -1., -1.,  0.,  0., -1., -1., -1., -1.])"
3116,3116, mới mua hôm 152 samsung a20s  nhân viên rất nhiệt tình chu đáo lại thân thiện nữa sản phẩm tốt,"tensor([-1., -1., -1., -1.,  0., -1., -1., -1.,  0., -1.])"
3117,3117,mình vừa mua con màu trắng nói chung là máy đẹp pin trâu thao tác mượt mà chơi game cũng khá trâu sóng wifi lâu lâu xuống 4 vạch những vẫn không ảnh hưởng nhiều đến hoạt động camera chụp hình tốt nói chung là tuyệt vời trong tâm giá đặc biệt hàng vn nên mình thích!,"tensor([ 0.,  0.,  0.,  2., -1.,  0., -1., -1.,  0., -1.])"
3118,3118,mới mua máy hồi qua máy đẹp pin trâu xài tốt giá cả hợp lý phù hợp cho công nhân,"tensor([ 0., -1.,  0., -1., -1., -1.,  0., -1., -1., -1.])"
3119,3119,ss a71 xài ok nhưng có 2 điều làm mình thất vọng  ko biết có ai bị trường hợp như mình ko  máy để trong túi quần cạ màn hình nhiều lần mình muốn mở máy phải bấm mật mã vì nhận diện vân tay không  được   rồi khi mình gọi đt xong là màn hình tắt đen thui không mở vân tay  được  phải bấm nút nguồn 2 lần  đt giá cao mà lỗi nhiều quá ,"tensor([-1., -1., -1.,  1.,  1., -1.,  1., -1., -1., -1.])"
3120,3120,mình đổi s8 samsung lấy note 10 máy êm mượt  mà cho mình hỏi sạc pin đầy tầm 1h30p khi sạc máy còn 20  sạc xong mình không xử dụng để tầm 10 tiếng tuột 20 pin vậy máy bình thường đúng không ạ,"tensor([ 2., -1., -1., -1., -1.,  0., -1., -1., -1., -1.])"
3121,3121,video call đúng là thảm họa quá tệ hình ảnh mờ mờ ảo ảo mới mua hôm 147 còn lại thì cũng tạm được ,"tensor([-1.,  1., -1., -1.,  2., -1., -1., -1., -1., -1.])"
3122,3122,đã mua sử dụng bây giờ nghe hung tin huawei sẽ không được cập nhật hệ điều hành mới nhất nữa nghe nản lòng,"tensor([-1., -1., -1., -1., -1., -1., -1., -1.,  1., -1.])"
3123,3123,sử dụng được đúng 2 tháng bây giờ màn hình hay bị đơ không thao tác được phải tắt máy rồi mở lại mới thao tác  được  tiếp tục trên màn hình tắt nguồn khởi động lại vài chục lần rồi vẫn không ăn thua mong có hướng giải quyết,"tensor([-1., -1., -1., -1., -1.,  1., -1., -1., -1., -1.])"
3124,3124,máy samsung a20s sao bàn phím lỗi  quá  nhắn tin chữ cứ chạy loạn cảm ứng sao vậy trời,"tensor([-1., -1., -1.,  1., -1., -1., -1., -1., -1., -1.])"
3125,3125, không có gì để chê được quá tuyệt vời giá hơi chát mua vừa ý ghê điện thoại rất đẹp,"tensor([-1., -1.,  0., -1.,  0., -1.,  1., -1., -1., -1.])"
3126,3126,công tắt chuông bỏ túi dễ cấn quá cứ tự động bật im lặng,"tensor([-1., -1.,  1., -1., -1., -1., -1., -1., -1., -1.])"
3127,3127,"dùng từ thời điểm mới ra mắt đến giờ  cảm nhận máy pin trâu bò  camera chụp khỏi chê  con chíp 665 aie chơi game rất mượt cho 60 fps loa nghe to  rõ
rất tiếc là không có ốp lưng nhưng không sao  mk có bị rơi từ độ cao 2  3m xuống maẹt bê tông mà chỉ bị trầy nhẹ không đáng kể  xem ra nhựa của realme rất bền nhé  mọi người nên mua","tensor([ 0.,  0.,  0., -1., -1.,  0., -1., -1., -1., -1.])"
3128,3128,thực sự mua quá thất vọng mới dùng 3 ngày   máy load quá chậm không biết có phải gặp vấn đề gì hay không  thật sự máy oppo cũ của mình dùng 2 năm nay còn chạy nhanh hơn cái máy này,"tensor([-1., -1., -1., -1.,  1.,  1., -1., -1., -1., -1.])"
3129,3129,tức quá trước mua để iphone xách tay xài còn mạnh hơn ở the giới di độngmua kêu nó tải cho bài nhạc chuông nó không tảidt chạy chậm,"tensor([-1., -1., -1.,  1., -1.,  1., -1., -1.,  1., -1.])"
3130,3130,máy pin trâu những sau hay bị tắt nguồn đột ngột không bit lâu dài có bị gì không nói chung may không có gì che nhung camera lời qua dùng ốp tag kèm thì máy dày quá hi vọng sai tốt,"tensor([ 0., -1.,  1., -1., -1.,  1., -1., -1., -1., -1.])"
3131,3131,"máy xài ổn pin trâu mà có sóng điện thoại kémkèm theo chưa lên vos 30 vẫn còn vos 25 
camera chụp đẹp màn hình đẹp hàng việt cho 5 sao hy vọng vsmart sớm cho lên vos 30","tensor([ 0.,  0., -1., -1.,  0., -1., -1., -1.,  0., -1.])"
3132,3132,mình mua ip7plus đã 2 hôm mình nghe nhạc thấy loa to cho loa to hết cỡ thì thấy may rung màn hình với đằng sau máy lo biết mấy các bạn có vậy lo hay máy mình bị lỗi nhỉ,"tensor([-1., -1., -1.,  1., -1., -1., -1., -1., -1., -1.])"
3133,3133,s10 li te với note 10 litechỉ mắc hơn 1tr ngoài nhưng s10 lite ngon chán trong đồng trung tận cao cấpđáng giá muagì củng hơn hẳn note 10 litethật là ngộ khi năm nay đồng lại ngon hơn notechip đồ họa và sử lý s10 lite điều hơn note 10 lite,"tensor([-1., -1., -1., -1.,  0.,  0.,  0., -1., -1., -1.])"
3134,3134,điện thoại dùng khá ngon chơi freefire mượt không có gì để chê dùng hơn 5 tháng rồi vẫn thấy ổn,"tensor([-1., -1., -1., -1.,  0.,  0., -1., -1., -1., -1.])"
3135,3135,xài hơn 8 tháng cảm thấy rất hài lòng về sản phẩm rơi hai lần vẫn không hư hỏng gì rất ok,"tensor([-1., -1.,  0., -1.,  0., -1., -1., -1., -1., -1.])"
3136,3136,quá tuyệt vời trong tầm giá máy pin trâu  sạc nhanh cũng ngon nữa  cấu hình cũng ngon trong tầm giá,"tensor([ 0., -1., -1., -1.,  0.,  0.,  2., -1., -1., -1.])"
3137,3137,"vào xem hàng đổi trả oppo find x2 toàn quốc có hai ba cái
bộ ba galaxy s20 thì đếm không xuểthế mới biết find x2 nó chất như nào
đang dùng và cảm nhận quá phê ","tensor([-1., -1., -1., -1.,  0., -1., -1., -1., -1., -1.])"
3138,3138,mk đã mua  được  hơn 1 năm còn 86 vừa sạc cừa chơi suốt ngày thì ad thấy máy mk như thế  được  không mà 1 ngày sạc vài lần lận,"tensor([ 1., -1., -1., -1., -1., -1., -1., -1., -1., -1.])"
3139,3139,mình mua đã 2 máy cho ba và mẹ sử dụng rồi với nhu cầu giải trí facebook nghe gọi cơ bản đến nay đã qua vài tháng vẫn ổn định pin trâu bền mình thấy các bạn khác chê quá máy có 1 triệu hơn mà đòi hỏi cao quá mấy ba,"tensor([ 0., -1., -1., -1.,  0., -1.,  0., -1., -1., -1.])"
3140,3140,sản phẩm không tốt như mong đợi pin nhanh hết chơi game mau nóng ai mua nên cân nhắc,"tensor([ 0., -1., -1., -1.,  1.,  0., -1., -1., -1., -1.])"
3141,3141,điện thoại dùng pin tuột nhanh máy nóng nói chung tầm tiền này mua máy này dùng không được như ý,"tensor([ 1., -1., -1., -1.,  1.,  1.,  2., -1., -1., -1.])"
3142,3142,"mình đã mua sạc dự phòng xmobile xài rất êm sạc được 2 cái điện thoại loại 3500ma khuyến khích các bạn muốn xài lâu và sạc nhanh nên mua loại sạc này giá tầm trung và chất lượng êm nhân viên tư vấn rất thân thiện dễ thương nhiệt tình
cảm ơn  cửa hàng  rất nhiều vì đã mang lại sự thoải mái trong mua sắm","tensor([ 0., -1., -1., -1., -1., -1.,  2., -1.,  0., -1.])"
3143,3143, sản phẩm  mình thấy dùng cũng tạm ổn máy hãy còn thì thoảng đơ  mới hôm trước mua  được  4 hôm bị lỗi khi sạc rung tê tay không dừng  đổi sang em màu tím lại hơi bị đơ theo dõi một hai hôm nữa xem sao  mà joy3 bản 4g_64g không hỗ trợ game cài đặt trình tự gói thì phải vì mình không cài  được ,"tensor([ 1., -1., -1., -1.,  2.,  1., -1., -1., -1., -1.])"
3144,3144,máy mỏng đẹp chụp hình ngon lành mạnh mẽ nhanh chóng làm gì cũng nhanh không bị trễ như android có điều tiếc chút vì không có vân tay màn hình pin thì đã ổn hơn trước nhiều tgdd hỗ trợ nhiệt tình xài em iphone này chắc sẽ lâu lắm,"tensor([ 0.,  0.,  0.,  1., -1.,  0., -1., -1.,  0., -1.])"
3145,3145,pin để qua đêm tụt 5  đã tắt hết ứng dụng nền và mạng như vây máy có bị sao không anh em có ai giống tôi ko,"tensor([ 1., -1., -1., -1., -1., -1., -1., -1., -1., -1.])"
3146,3146,giá thì cao cấu hình thì khôg bằng sản phẩm khác  mờ lại lỗi tè le  cảm biến khôg nhạy  giậc lag như gì  đúg chán,"tensor([-1., -1., -1.,  1., -1.,  1.,  1.,  1., -1., -1.])"
3147,3147,phát bluetooth bị lag và giật liên tục wifi bắt yếu không bằng nokia 61 được mỗi camera là ok,"tensor([ 1.,  0., -1., -1., -1.,  1., -1., -1., -1., -1.])"
3148,3148,mình mới mua con vivo y19 dùm để chạy xe ôm công nghệ được 10 ngày máy dùng tất cả điều tốtchi là khi mình ở những nơi tòa nhà cao nhất 81 nguyên hữu cảnh hay là ở bên quận 7 thì mất sóng 3g4gcam ơn emnhân viên vivo nhiệt tình và đẹp gái,"tensor([-1., -1., -1.,  1.,  0., -1., -1., -1., -1., -1.])"
3149,3149,nói chung cũng được pin tụt nhanh chỉ lướt facebook zalo thi tầm 1 ngày cam trước không có xoá phông mới mua  được  5 ngày,"tensor([ 1.,  1., -1., -1.,  2., -1., -1., -1., -1., -1.])"
3150,3150,em đã tin và mua sử dụng được 1 tuần rồi tất cả đều rất tuyệt chỉnh màn hình 90hz cực kỳ mượt vào game quá là mau luôn máy pin trâu sạc pin thì hơi bất ngờ vì quá là mau chưa tới 1 tiếng đã đầy rồi nói tóm lại rất là hoàn hảo ,"tensor([ 0., -1., -1.,  0.,  0.,  0., -1., -1., -1., -1.])"
3151,3151,đt emmua  được  1 tuần rồi mà pin tụt rất nhanh mong bên tgdđ giải quyết giúp em ,"tensor([ 1., -1., -1., -1., -1., -1., -1., -1., -1., -1.])"
3152,3152,xài 2 tuần bắt đầu pin có dấu hiệu hơi tuột nhanh với lúc đầu khoảng 3 4 giờkhá bực bội,"tensor([ 1., -1., -1., -1., -1., -1., -1., -1., -1., -1.])"
3153,3153,nó hay nhảy màn hình đơ máy cs khi đang xem phim tự tắt ra 1 tuần cập nhật 1 lần thất vọng ,"tensor([-1., -1., -1., -1.,  1.,  1., -1., -1., -1., -1.])"
3154,3154,quá thất vọng với số tiền bỏ ra mua về sử dụng chưa đầy 1 tuần điện thoại lỗi đủ thứ màn hình thường xuyên bị đơ lag bàn phím gõ chữ hay nhảy lung tung vân tay chưa mở được 1 lần nhận diện khuôn mặt 10 lần được 6 lần thành công camera 48 chấm mà chụp mờ câm không rõ nét bực bội nhất là lỗi cảm ứng màn hình giật lung tung nhiều lần khởi động hoặc tắt nguồn cũng không được tôi sử dụng cho việc nghe gọi là chủ yếu mà còn như vậy thì bạn nào suốt ngày lướt web chơi game thì khỏi bàn nữa,"tensor([-1., -1., -1.,  1.,  1.,  1.,  2., -1., -1., -1.])"
3155,3155,cam trước quá chán mọi thứ đều ổn mới mua  được  1 ngày đang trải nghiệm thêm nếu ai dự định mua để sf thì nên mua dòng khác,"tensor([-1.,  1., -1., -1.,  0., -1., -1., -1., -1., -1.])"
3156,3156,em đang đánh liên quân thì bị tắt máy mở lại thì nó không lên,"tensor([-1., -1., -1., -1., -1.,  1., -1., -1., -1., -1.])"
3157,3157,camera trước 32mp lấy nét quá tê thua cả nokia 3 80mp focus mãi vẫn cứ mờ mờ  pin tụt nhanh không tưởng,"tensor([ 1.,  1., -1., -1., -1., -1., -1., -1., -1., -1.])"
3158,3158,mình dùng được 5 tháng rôuf cấu hình khỏe pin xài lâu mà không biết hết luôn sạc vào rất nhanh sạc tí tắm xong thì đã gần đầy rồi màn hình của samsung thì không nói rồi rất tuyệt trải nghiệm game rất mượt mỗi tội camera khi face  thời gian  quá rõ nét,"tensor([ 0., -1., -1., -1., -1.,  0., -1.,  0., -1., -1.])"
3159,3159,"chụp ảnh xấu ảnh bị vỡ nhiều pin tương đối ổn
mặc dù nói là 48mb nhưng thua con nokia 81 16mb ","tensor([ 2.,  1., -1., -1.,  1., -1., -1., -1., -1., -1.])"
3160,3160,pin trâu nèsạc nhanhnhiều ứng dụng tốtcamera không dành cho mấy bạn thích sống ảo nhưng cảm thấy như vậy là rất tốt rồi,"tensor([ 0.,  1., -1., -1.,  0.,  0., -1., -1., -1., -1.])"
3161,3161,mình mới mua được 10 ngày mà sạc pin không còn vào không phải tại cục sạc mà tại máy buồn,"tensor([ 1., -1., -1., -1., -1., -1., -1., -1., -1., -1.])"
3162,3162,ngon trong tầm giá các tác vụ cơ bản nghe gọi xem youtube hay lướt facebook khá ổn không thể đòi hỏi  gì  hơn ở chiếc máy giá rẻ thế này nữa,"tensor([-1., -1., -1., -1., -1.,  0.,  0., -1., -1., -1.])"
3163,3163,máy nghe gọi lướt web xem youtube ổn pin chấp nhận được nhưng loa hơi bé nhưng bù lại kiểu dáng đẹp,"tensor([-1., -1.,  0.,  2., -1.,  0., -1., -1., -1., -1.])"
3164,3164,tất ca ok nhung mau nóng máy tầm 2 phút máy nóng hỏi va tự mất pin không sai 4 tiéng mất 10 pin,"tensor([ 1., -1., -1., -1.,  0.,  1., -1., -1., -1., -1.])"
3165,3165,sản phẩm thiết kế đẹp cầm đầm tay chơi ff và lq khá mượt đặc biệt pin trâu mình dùng liên tục hơn 24 tiếng mới hết pin nói chung rất hài lòng,"tensor([ 0., -1.,  0., -1.,  0.,  0., -1., -1., -1., -1.])"
3166,3166,có ghi âm cuộc gọi không  cửa hàng  vì mình dùng y9 không có nên muốn đổi sang máy khác,"tensor([-1., -1., -1., -1., -1., -1., -1., -1., -1., -1.])"
3167,3167,thật sự là tệ khi cập nhật phần mềm mới máy đơ vào facebook và zalo bị văng hết lần nào cũng vậy giờ phải làm sao,"tensor([-1., -1., -1., -1., -1.,  1., -1., -1., -1., -1.])"
3168,3168,mới sài  được  vài tiếng nhưng cảm nhận đầu tiên là rất bất ngờ về hiệu năng camera các kiểu không chê vào đâu  được  không giống như con a50 mình đang sải trước đây nói chung về tầm giá xiaomi đã chỏna 1 chiếc đt tuyệt vời còn tgdd thì phịc vụ ok lắm rất cám ơn,"tensor([-1.,  0., -1., -1.,  0.,  0., -1., -1.,  0., -1.])"
3169,3169,mới mua dùng được 2 ngày có chút ít kinh nghiệm máy  pin trâu chơi game còn hay giật lag muốn mượt thì ae chỉnh cấu hình thấp xíu là ok nhưng riêng free fire hình như máy tối ưu chưa tốt thì phải đã chỉnh cấu hình thấp nhất vẫn thấy lag  ít thôi nói chúng máy ok với tầm giá nhân viên phục vụ tốt cho 5s,"tensor([ 0., -1., -1., -1.,  0.,  1.,  2., -1.,  0., -1.])"
3170,3170,máy xài rất tốt và ok giá cũng rẻ phù hợp với mình  nhân viên phục vụ rất chu đáo và chuyên nghiệp  mình chúc cửa hàng ngay càng phát triển,"tensor([-1., -1., -1., -1.,  0., -1.,  0., -1.,  0., -1.])"
3171,3171,khá hài lòng về máy pin trâu chơi game tốt nếu biết chỉnh thao tác hằng ngày khá mượt nghe bảo tháng 5 tới  được  cập nhật realme ui androi 10 sẽ ổn định hơn nữa,"tensor([ 0., -1., -1., -1.,  0.,  0., -1., -1.,  0., -1.])"
3172,3172,mình mới mua sản phẩm a10s được 1 tháng 20 ngày mà cảm ứng bị lỗi  màn hình đơ thật sai lầm khi mua sản phẩm này ai ý định mua mà tư vấn giới thiệu em này thì kiên quyết không lấy nha,"tensor([-1., -1., -1.,  1.,  1.,  1., -1., -1., -1., -1.])"
3173,3173,máy thiết kế đẹp màu sắc thời thượng cam chụp đẹp màu sã tươi sáng chi có  không  nhận diện khuôn mặt thôi ngoài ra tính năng ổn pin trâu,"tensor([ 0.,  0.,  0.,  1., -1., -1., -1., -1., -1., -1.])"
3174,3174,máy realme 6 này dùng lỗi cảm ứng vân tay nhiều hay chớp màn hình và đặc biệt cài nhạc chuông chỉ được 24h là mất cứ giống như là bị nhà mạng ăn cắp thông tin ấy chán lắm,"tensor([-1., -1., -1.,  1., -1., -1., -1., -1., -1., -1.])"
3175,3175,mới mua con 7plus xài cảm thấy vào wifi rất yếu cảm giác xài rất tệ máy cả chục triệu chứ ít gì,"tensor([-1., -1., -1.,  1., -1., -1.,  1., -1., -1., -1.])"
3176,3176,máy ngon chơi game mượt mà fps cao chụp hình cũng gọi là ổn mang lại trải nghiệm mới nhưng pin thì cảm thấy tuột kha khá xin được tư vấn sạc pin sao cho đúng cách để hạn chế chai pin,"tensor([ 1.,  0., -1., -1.,  0.,  0., -1., -1., -1., -1.])"
3177,3177,chiếc smartphone này khá tốt chíp mạnh  cấu hình cao  camera ổn  thiết đẹp nhưng tiết là cổng tai nghe ở bên trái chứ không phải bên phải  ,"tensor([-1.,  0.,  0., -1., -1.,  0., -1., -1., -1., -1.])"
3178,3178,"máy mạnh chơi game ngon mượt pin khá trâu
trên youtube đánh máy nóng nhưng mình nóng như họ nói có lẽ là cập nhật mới nên đã khắc phục
khuyên ae chơi game pubg  thì chỉnh mượtcực độ60fps thoai máy ấm nhưng không nóng còn chỉnh hdr là hơi nóng đó và nên chơi wifi chứ pubg mà chơi  4g 3g là nóng máy nào cũng vậy cả
về camera thì không dùng nhìu nên không đánh giá
nhân viên rất nhiệt tình rất vui vẻ rất hài lòng","tensor([ 0.,  2., -1., -1., -1.,  2., -1., -1.,  0., -1.])"
3179,3179,máy bị tắt máy là zalo fp không nhận  được  với nút quay lại có hồi chạy hồi không  được  có hồi chạy  được  máy bấm có hồi không chịu chạy luôn á,"tensor([-1., -1., -1., -1., -1.,  1., -1., -1., -1., -1.])"
3180,3180,trừ mùa dịch bệnh                                                          với redmi note 9smọi thứ đều tuyệt!!,"tensor([-1., -1., -1., -1.,  0., -1., -1., -1., -1., -1.])"
